-0.040629257	0.035552356	    0.01193203
0.088874176	    -0.03836234	    -0.03449373
0.04061582	    -0.03408628	    -0.043656707
0.04061582	    0.021502458	    -0.083362944
0.16462146	    -0.16053538	    0.008266839
2.823107	    -2.5447423	    0.7614637
4.83713	        -2.4072978	    0.6350146
-3.931841	    1.8424917	    -0.5854942
-6.956235	    3.6475987	    -1.3765647
3.5561452	    -2.075598	    1.1292046
6.269609	    -3.5135746	    1.3698854
-0.9996877	    0.56089646	    -0.33320683
-5.628214	    3.7826	        -1.410773
-0.94226635	    0.70383894	    -0.28555936
-0.19334556	    0.77164495	    0.32652763
-0.07361598	    0.3128852	    0.0247602
